16.09.2019                                                      Dynamische Listenausgabe                                                              1;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Stf;Pos.;EKG;Material P;Objektkurztext;     Menge;ME;SchGut;R;Werk;LOrt;ArbPlatz;ZTP;ÄndNr;Horiz;DMk;BeschArt;MArt
;4;804;W11;500090935;2-Leiter-Schutzleiterklemme 16mm2 gn/ge;8;ST;X;;86;88;EKLL;SP;74517;1;ND;F;ROH
;4;1;W09;500036716;Montagepaste Klüber 46MR401;    0,000;KG;;1;86;88;EKLL;SP;75134;1;PD;F;ROH
;4;1;W09;815001297;Sperrkantscheibe SKS-8-NrFSt;1;ST;X;;86;88;EKLL;SP;W-VIE001;1;ND;F;ROH
;4;2;W09;700014254;Sechskantschr.M8x20 ISO4017-A2-70;1;ST;X;;86;88;EKLL;SP;W-VIE001;1;ND;F;ROH
;4;951;W02;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,001;KG;;1;86;88;EKLL;SP;W-VIE001;1;PD;F;ROH
;3;5;W02;62004256S;Metallschlauch SPR-EDU-AS AD17;3,000;M;;1;86;88;E1MOB3;SP;74062;1;PD;F;ROH
;3;50;W11;500251455;Kantenschutz GEE144F-A-C natur;4,000;M;;1;86;88;E1MOB3;SP;74517;1;PD;F;ROH
;3;150;W09;500512641;Sechskantschr.M4x40 ISO4017-A4-70;12;ST;X;;86;88;E1MOB3;SP;W-FIN001;1;ND;F;ROH
;3;203;W09;700019595;Sechskantm.M6 ISO4032-A2-70;12;ST;X;;86;88;E1MOB3;SP;W-FIN001;1;ND;F;ROH
;3;302;W09;815001308;Sperrkantscheibe SKS-6-NrFSt;12;ST;X;;86;88;E1MOB3;SP;W-FIN001;1;ND;F;ROH
;3;404;W02;500316221;Rohrkabelschuh 10-5 mehrdr.YAV10M5;2;ST;X;;86;88;E1MOB3;SP;W-FIN001;1;PD;F;ROH
;3;405;W12;500279406;Rohrkabelschuh 10-6 mehrdr.YAV10M6;14;ST;X;;86;88;E1MOB3;SP;74981;1;ND;F;ROH
;3;406;W12;500279405;Rohrkabelschuh 10-8 mehrdr.YAV10M8;4;ST;X;;86;88;E1MOB3;SP;74981;1;ND;F;ROH
;3;410;W12;500242877;Rohrkabelschuh 16-6 mehrdr.YAV16M6;5;ST;X;;86;88;E1MOB3;SP;75217;1;PD;F;ROH
;3;411;W12;500242878;Rohrkabelschuh 16-8 mehrdr.YAV16M8;4;ST;X;;86;88;E1MOB3;SP;W-FIN001;1;PD;F;ROH
;3;416;W02;500279402;Rohrkabelschuh 25-8 mehrdr.YAV25M8;1;ST;X;;86;88;E1MOB3;SP;W-FIN001;1;ND;F;ROH
;3;426;W12;500418143;Rohrkabelschuh 50-10 feind.schmal 6SG/10;2;ST;X;;86;88;E1MOB3;SP;W-FIN001;1;PD;F;ROH
;3;428;W12;500418142;Rohrkabelschuh 70-10 feind.schmal 7SG/10;2;ST;X;;86;88;E1MOB3;SP;W-FIN001;1;PD;F;ROH
;3;446;W10;700006892;Ringkabelschuh RB5 1,5-2,5mm2 M5;2;ST;X;;86;88;E1MOB3;SP;74826;1;PD;F;ROH
;3;450;W12;700006654;Ringkabelschuh RC4 4,0-6,0mm2 M4;2;ST;X;;86;88;E1MOB3;SP;73244;1;ND;F;ROH
;3;451;W12;700006889;Ringkabelschuh RC5 4,0-6,0mm2 M5;3;ST;X;;86;88;E1MOB3;SP;74062;1;ND;F;ROH
;3;452;W12;700006665;Ringkabelschuh RC6 4,0-6,0mm2 M6;8;ST;X;;86;88;E1MOB3;SP;74517;1;ND;F;ROH
;3;453;W12;700006667;Ringkabelschuh RC8 4,0-6,0mm2 M8;1;ST;X;;86;88;E1MOB3;SP;74517;1;ND;F;ROH
;3;482;W04;81610251S;"Flachsteckhülse 6,3x0,8mm;1,0-2,5mm2,bl";4;ST;X;;86;88;E1MOB3;SP;73244;1;ND;F;ROH
;3;553;W11;500352991;Schutzschlauch VAMLG-23B, schwarz;1,800;M;;1;86;88;E1MOB3;SP;74517;1;PD;F;ROH
;3;607;W02;500568986;Schutzschlauch Helagaine Twist-IN-FRX 25;7,000;M;;1;86;88;E1MOB3;SP;74517;1;PD;F;ROH
;3;611;W02;500345832;Geflechtschlauch Expando TCP-VO 15;5,000;M;;1;86;88;E1MOB3;SP;74517;1;PD;F;ROH
;3;631;W09;500471762;Endtülle EEM AD17  5031.028.011;1;ST;X;;86;88;E1MOB3;SP;74062;1;ND;F;ROH
;3;642;W02;82100897S;Wärmeschrumpfschlauch TR27-6,4/3,2;1,000;M;;1;86;88;E1MOB3;SP;W-FIN001;1;PD;F;ROH
;3;710;W12;500333207;Kabelanker TM3S25-M PA6.6 natur Panduit;12;ST;X;;86;88;E1MOB3;SP;W-FIN001;1;PD;F;ROH
;3;712;W02;500462345;Kantenschutz 4610117 EPDM schwarz;3,000;M;;1;86;88;E1MOB3;SP;74517;1;PD;F;ROH
;3;1;W09;500036716;Montagepaste Klüber 46MR401;    0,000;KG;;1;86;88;E1MOB3;SP;75134;1;PD;F;ROH
;3;1001;;500551859_S;Stecker Kabelbaum Innendecke SM2-IC-001;1;ST;;1;86;15;E1MOB3;SP;73363;200;PD;E;HALB
;4;1;W04;500411597;Codierreiter CR-MSTB;6;ST;X;;86;88;ESTECK4;SP;75032;1;PD;F;ROH
;4;1000;W11;500552497;Anschlusskabel AKZ M8/5 -RAD;8;ST;;;86;88;ESTECK4;SP;74398;1;PD;F;ROH
;4;1001;W12;500551859_Z;Zuschnitt Kabelbaum InnendeckeSM2-IC-001;1;ST;;1;86;15;ESTECK4;SP;73363;1;PD;F;HALB
;4;1;W11;500561896;M12 d-kodiert Stecker (female), 4-polig;2;ST;;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;30;W12;500348399;Kontaktbuchse 0,25-0,52mm2 D-Sub, Au;8;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;1;W11;91000910S;Schutzkappe CPC BG 23 Kabeldurchm.17,9;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;10;W02;500360707;Steckgehäuse CPC Buchse BG 23,37pol.;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;30;W05;500551610;Kontaktbuchse 0,2-0,5mm2,Au;8;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;31;W04;700028310;Kontaktbuchse 0,75-1,5mm2, Au;60;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;1;W11;91000910S;Schutzkappe CPC BG 23 Kabeldurchm.17,9;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;10;W02;500406396;Steckgehäuse CPC Stift BG 23,37pol.;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;30;W12;500289176;Kontaktstift 0,20-0,56mm2, Au;30;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;31;W02;500269943;Kontaktstift 0,75-1,5mm2, Au;38;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;1;W10;500361245;Stiftgehäuse Superseal 3pol.;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;20;W12;38150511S;Kontaktstift 0,3-0,5mm2 Superseal,verz.;3;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;40;W10;38150512S;Einzelleiterdichtung 1,4-1,7mm Superseal;3;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;41;W02;500552468;Gummitülle für 3pol SuperSeal1.5;1;ST;;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;42;W02;82100897S;Wärmeschrumpfschlauch TR27-6,4/3,2;    0,050;M;;1;86;88;ESTECK4;SP;74062;1;PD;F;ROH
;4;1;W02;500361242;Buchsengehäuse Superseal 3pol.;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;20;W09;500551701;Kontaktbuchse 0,3-0,5mm2 Superseal,verz;3;ST;;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;40;W10;38150512S;Einzelleiterdichtung 1,4-1,7mm Superseal;3;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;41;W02;500552468;Gummitülle für 3pol SuperSeal1.5;1;ST;;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;42;W02;82100897S;Wärmeschrumpfschlauch TR27-6,4/3,2;    0,050;M;;1;86;88;ESTECK4;SP;74062;1;PD;F;ROH
;4;1;W11;91000910S;Schutzkappe CPC BG 23 Kabeldurchm.17,9;3;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;10;W11;500363088;Steckgehäuse CPC Buchse BG 23,24pol.;3;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;30;W05;500551610;Kontaktbuchse 0,2-0,5mm2,Au;30;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;31;W04;700028310;Kontaktbuchse 0,75-1,5mm2, Au;12;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;9001;W12;500241199;Steckhülsengehäuse Faston 2,8 TypD, 4pol;1;ST;;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;9002;W12;500241200;"Flachsteckhülse 2,8x0,8mm;0,5-1,5mm2";4;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;1;W05;500401647;D-SUB9 Gehäuse UNC 2xgerade Inducom;2;ST;;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;10;W04;500172640;Buchseneinsatz D-Sub 9-polig;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;30;W12;500348399;Kontaktbuchse 0,25-0,52mm2 D-Sub, Au;18;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;50;W09;500396414;Kabelklemme 5-7mm InduCom D-Sub;2;ST;;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;51;W11;500483877;Kabelklemme 9-12mm InduCom D-Sub;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;1;W05;500482732;Gehäuse D-Sub 15-polig, 4-40UNC, gerade;1;ST;;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;10;W05;500561895;Insert D-Sub 7W2 15-poles ,Female;1;ST;;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;30;W12;500348399;Kontaktbuchse 0,25-0,52mm2 D-Sub, Au;2;ST;X;;86;88;ESTECK4;SP;74062;1;ND;F;ROH
;4;31;W05;500561894;Crimp Contact (SUB-D),AU Female 10A;2;ST;;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;50;W09;500396414;Kabelklemme 5-7mm InduCom D-Sub;1;ST;;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;1;W05;500482732;Gehäuse D-Sub 15-polig, 4-40UNC, gerade;1;ST;;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;10;W04;500360585;Buchseneinsatz D-Sub 15-polig;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;30;W12;500348399;Kontaktbuchse 0,25-0,52mm2 D-Sub, Au;15;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;50;W11;500483877;Kabelklemme 9-12mm InduCom D-Sub;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;1;W05;500482732;Gehäuse D-Sub 15-polig, 4-40UNC, gerade;1;ST;;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;10;W10;500360587;Stifteinsatz D-Sub 15-polig;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;30;W04;500348397;Kontaktstift 0,25-0,52mm2 D-Sub, Au;15;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;50;W11;500483877;Kabelklemme 9-12mm InduCom D-Sub;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;1;W10;500361245;Stiftgehäuse Superseal 3pol.;1;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;20;W04;500416956;Kontaktstift 0,75-1,5mm2 Superseal,verz.;3;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;40;W04;500352591;Einzelleiterdichtung 1,8-2,4mm Superseal;3;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;10;W12;500549050;MCP 2.8 Buchseneinsatz 15 polig;1;ST;;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;20;W12;500549051;MCP 2.8 Buchse 1,5-2,5mm2 silber;10;ST;;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;21;W02;500549052;MCP 2.8 Buchse 0,5-1,0mm2 silber;4;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;P095;W12;500562637;Federleiste 10polig m.Zugentlastung;1;ST;;;86;88;ESTECK4;SP;73363;1;PD;F;ROH
;4;P096;W05;500562638;Federleiste 18polig m.Zugentlastung;1;ST;;;86;88;ESTECK4;SP;73363;1;PD;F;ROH
;4;P097;W12;500562639;Federleiste 4x2polig m.Zugentlastung;1;ST;;;86;88;ESTECK4;SP;73363;1;PD;F;ROH
;4;P098;W05;500562640;Federleiste 6polig m.Zugentlastung;2;ST;;;86;88;ESTECK4;SP;73363;1;PD;F;ROH
;4;2;W10;500075133;Gelenkrahmen BG 24B, A-F;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;10;W11;500036953;Buchseneinsatz Han Quintax/Coax-Modul;4;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;11;W11;500484706;Han Modul-Adapter Buchseneinsatz;4;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;12;W11;500508182;Buchseneinsatz Han Megabit Kontakte 2x4;4;ST;X;;86;88;ESTECK4;SP;74062;1;PD;F;ROH
;4;20;W04;500137624;Buchsenkontakt 3-9,5-ME;8;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;30;W12;650089473;Kontaktbuchse 0,5mm2 Han D, Au;24;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;31;W10;500036051;Kontaktbuchse 0,14-0,37mm2 Han D, Au;32;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;40;W11;500237705;Schraubadapter Unterteil;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;50;W10;500229183;Quintax-Metalladapter;4;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;51;W11;500412375;Crimpflansch 5,0-6,0 InduCom;6;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;52;W11;500505866;Crimphülse 9,0-10,0 InduCom;6;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;2;W10;500075133;Gelenkrahmen BG 24B, A-F;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;10;W11;500363647;Buchseneinsatz Han Multikontakt-Mod.D-Su;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;11;W04;500101173;Han-Modular Blindmodul, 09140009950;4;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;12;W04;500311773;Buchseneinsatz Han DDD-Modul;4;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;13;W04;500065251;Buchseneinsatz Han DD-Modul;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;20;W11;500363657;Kontaktbuchse 75 Ohm Koax, Au;8;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;30;W12;650089473;Kontaktbuchse 0,5mm2 Han D, Au;78;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;40;W11;500237705;Schraubadapter Unterteil;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;2;W10;500075133;Gelenkrahmen BG 24B, A-F;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;10;W04;500065251;Buchseneinsatz Han DD-Modul;4;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;11;W11;811013065;Buchseneinsatz Han C-Modul 5mm Kabeld.;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;12;W04;500101173;Han-Modular Blindmodul, 09140009950;4;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;13;W04;500311773;Buchseneinsatz Han DDD-Modul;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;20;W12;811013068;Kontaktbuchse 6,0mm2 Han C, Ag;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;30;W12;650089473;Kontaktbuchse 0,5mm2 Han D, Au;60;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;ND;F;ROH
;4;40;W11;500237705;Schraubadapter Unterteil;2;ST;X;;86;88;ESTECK4;SP;W-FIN001;1;PD;F;ROH
;4;1;W11;100234858;M12-Steckverbinder gerade 4P crimp-M12 *;23;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;PD;F;ROH
;4;30;W04;500348397;Kontaktstift 0,25-0,52mm2 D-Sub, Au;92;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;ND;F;ROH
;4;1;W02;500513052;Rundsteckverbindung M12, geschirmt, 5pol;2;ST;X;;86;88;ESTECK4;SP;72230;1;PD;F;ROH
;4;30;W12;500348399;Kontaktbuchse 0,25-0,52mm2 D-Sub, Au;4;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;ND;F;ROH
;4;1;W11;500397306;Gehäuse D-Sub 9-polig, M3, gerade;1;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;PD;F;ROH
;4;10;W12;500348396;Stifteinsatz D-Sub 9-polig;1;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;ND;F;ROH
;4;30;W04;500348397;Kontaktstift 0,25-0,52mm2 D-Sub, Au;8;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;ND;F;ROH
;4;50;W11;500172644;Kabelklemme 7-10mm InduCom D-Sub;1;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;PD;F;ROH
;4;1;W11;500397306;Gehäuse D-Sub 9-polig, M3, gerade;3;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;PD;F;ROH
;4;10;W12;500348396;Stifteinsatz D-Sub 9-polig;3;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;ND;F;ROH
;4;30;W04;500348397;Kontaktstift 0,25-0,52mm2 D-Sub, Au;12;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;ND;F;ROH
;4;50;W10;500360599;Crimpflansch 6,0-7,0 InduCom;3;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;ND;F;ROH
;4;51;W11;500447135;Crimphülse 9,5-10,5 InduCom;3;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;PD;F;ROH
;4;1;W11;500397306;Gehäuse D-Sub 9-polig, M3, gerade;3;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;PD;F;ROH
;4;10;W04;500172640;Buchseneinsatz D-Sub 9-polig;3;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;ND;F;ROH
;4;30;W12;500348399;Kontaktbuchse 0,25-0,52mm2 D-Sub, Au;12;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;ND;F;ROH
;4;50;W10;500360599;Crimpflansch 6,0-7,0 InduCom;3;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;ND;F;ROH
;4;51;W11;500447135;Crimphülse 9,5-10,5 InduCom;3;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;PD;F;ROH
;4;S200;W12;500411590;COMBICON Steckert.FKC2,5/3-STF5,08BD:1-3;1;ST;X;;86;88;ESTECK4;SP;73363;1;PD;F;ROH
;4;1;W12;500411591;COMBICON Steckert.FKC2,5/4-STF5,08BD:1-4;3;ST;X;;86;88;ESTECK4;SP;B-BPL001;1;PD;F;ROH
;4;2;W10;500411594;Zugentlast. 4polig STZ4-FKC-5,08;3;ST;X;;86;88;ESTECK4;SP;B-BPL001;1;PD;F;ROH
;4;1;W04;500411592;COMBICON Steckert.FKC2,5/6-STF5,08BD:1-6;4;ST;X;;86;88;ESTECK4;SP;B-BPL001;1;PD;F;ROH
;4;2;W10;500411594;Zugentlast. 4polig STZ4-FKC-5,08;4;ST;X;;86;88;ESTECK4;SP;B-BPL001;1;PD;F;ROH
;4;3;W04;500411596;Codierprofil CP-MSTB;4;ST;X;;86;88;ESTECK4;SP;B-BPL001;1;PD;F;ROH
;4;1;W04;500411593;COMBICON Steckert.FKC2,5/8-STF5,08BD:1-8;4;ST;X;;86;88;ESTECK4;SP;B-BPL001;1;PD;F;ROH
;4;2;W04;500411595;Zugentlast 8polig STZ8-FKC-5,08;4;ST;X;;86;88;ESTECK4;SP;B-BPL001;1;PD;F;ROH
;4;3;W04;500411596;Codierprofil CP-MSTB;4;ST;X;;86;88;ESTECK4;SP;73709;1;PD;F;ROH
;4;1;W05;81611494S;1-Leiter-Federleiste X-COM 5pol.grau;10;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;ND;F;ROH
;4;40;W05;81611327S;Zugentlastungsplatte X-COM 4-5pol.grau;10;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;PD;F;ROH
;4;1;W05;81611493S;1-Leiter-Federleiste X-COM 10pol.grau;9;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;ND;F;ROH
;4;40;W05;81611327S;Zugentlastungsplatte X-COM 4-5pol.grau;18;ST;X;;86;88;ESTECK4;SP;W-VIE001M;1;PD;F;ROH
;4;S411;W11;500440019;Federleiste 3-polig m.Verriegelung+ZE;6;ST;X;;86;88;ESTECK4;SP;73363;1;ND;F;ROH
;4;S413;W11;500493075;Federleiste 5-polig m.Verriegelung+ZE;2;ST;X;;86;88;ESTECK4;SP;73363;1;ND;F;ROH
;4;S432;W11;500445531;Federleiste 2-polig m.Verriegelung+ZE;2;ST;X;;86;88;ESTECK4;SP;73363;1;ND;F;ROH
;4;S433;W11;500451707;Federleiste 2-polig m.Verriegelung+ZE;2;ST;X;;86;88;ESTECK4;SP;73363;1;ND;F;ROH
;4;S434;W11;500551112;Stiftleiste 3pol.Bedruckt,Flansch;10;ST;X;;86;88;ESTECK4;SP;73363;1;ND;F;ROH
;3;2011;W05;500451198;Scheibe;32;ST;;;86;88;E1MOB3;SP;74189;1;PD;F;ROH
;3;1;W09;500552942;E-Cupal Unterlegscheibe M6;6;ST;X;;86;88;E1MOB3;SP;W-VIE001M;1;PD;F;ROH
;3;2;W09;815001308;Sperrkantscheibe SKS-6-NrFSt;12;ST;X;;86;88;E1MOB3;SP;W-VIE001M;1;ND;F;ROH
;3;3;W09;500182243;Sechskantschraube M 6x20 ISO 4017-A4-80;6;ST;X;;86;88;E1MOB3;SP;75001;1;ND;F;ROH
;3;4;W09;650010410;Sechskantm.M6 ISO4032-A4-80;6;ST;X;;86;88;E1MOB3;SP;74611;1;ND;F;ROH
;3;952;W15;67000067S;Kontaktfett Contactal HPG;    0,006;KG;;1;86;88;E1MOB3;SP;W-VIE001M;1;PD;F;ROH
;1;7;;500542554;Zentrale Innendecke 309S;1;ST;;1;86;15;;SP;W-FIN001;1;PD;E;HALB
;2;1;;540615SM2;Kabelverlegung Innendecke SM2;1;ST;;1;86;15;INV;SP;70852;300;PD;E;HALB
;3;153;W09;700033982;Blechschr.ST2,2x13-C-H ISO7050-A2-70;20;ST;X;;86;88;E1MOB3;SP;W-FIN001;1;PD;F;ROH
;3;1;W09;815001297;Sperrkantscheibe SKS-8-NrFSt;4;ST;X;;86;88;E1MOB3;SP;W-VIE001;1;ND;F;ROH
;3;2;W09;700014254;Sechskantschr.M8x20 ISO4017-A2-70;4;ST;X;;86;88;E1MOB3;SP;W-VIE001;1;ND;F;ROH
;3;951;W02;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,004;KG;;1;86;88;E1MOB3;SP;W-VIE001;1;PD;F;ROH
;3;2;W06;500565874;Zentrale Innendecke SM2 6;1;ST;;;86;88;E1MOB3;SP;W-FIN001M;1;PD;F;ROH
;1;1;;500542556;Ausbau 312S Einbringen Zentr Innendecke;1;ST;;1;86;15;;SP;W-FIN001;1;PD;E;HALB
;2;1;;540820SM2;Anbau zentrale Innendecke SM2;1;ST;;1;86;15;INV;SP;74217;300;PD;E;HALB
;3;2;W06;500565876;Stirnblech Innendecke;2;ST;;;86;88;S1MOB2;SP;W-FIN001;1;PD;F;ROH
;3;4;W05;500558416;Haltewinkel Luftstutzen;4;ST;;;86;88;S1MOB2;SP;W-FIN001;1;PD;F;ROH
;3;5;W09;500548299;Beilage Dachkonsole;24;ST;X;;86;88;S1MOB2;SP;W-FIN001;1;PD;F;ROH
;3;6;W09;500548310;Beilage Dachkonsole;8;ST;X;;86;88;S1MOB2;SP;W-FIN001;1;PD;F;ROH
;3;7;W06;500565822;Luftschlauch SM;4;ST;;;86;88;S1MOB2;SP;W-FIN001;1;PD;F;ROH
;3;8;W09;500329840;Sechskantschr.M12x50 ISO4017-A4-80;16;ST;X;;86;88;S1MOB2;SP;W-FIN001;1;ND;F;ROH
;3;9;W05;500502896;Scheibe;16;ST;;;86;88;S1MOB2;SP;W-FIN001;1;PD;F;ROH
;3;10;W09;500332898;Sechskantschr.M10x60 ISO4017-A4-80;16;ST;X;;86;88;S1MOB2;SP;W-FIN001;1;ND;F;ROH
;3;12;W09;650010412;Sechskantm.M10 ISO4032-A4-80;16;ST;X;;86;88;S1MOB2;SP;W-FIN001;1;ND;F;ROH
;3;13;W09;700014254;Sechskantschr.M8x20 ISO4017-A2-70;4;ST;X;;86;88;S1MOB2;SP;W-FIN001;1;ND;F;ROH
;3;14;W09;700037386;Scheibe 8 ISO7094-100HV-A2;4;ST;X;;86;88;S1MOB2;SP;W-FIN001;1;ND;F;ROH
;3;15;W09;700014162;Sechskantschr.M6x16 ISO4017-A2-70;8;ST;X;;86;88;S1MOB2;SP;W-FIN001;1;ND;F;ROH
;3;16;W09;700014189;Sechskantschr.M6x25 ISO4017-A2-70;8;ST;X;;86;88;S1MOB2;SP;W-FIN001;1;ND;F;ROH
;3;17;W09;815001288;Sperrkantscheibe SKM-6-NrFst (A4);24;ST;X;;86;88;S1MOB2;SP;W-FIN001;1;ND;F;ROH
;3;18;W09;700019595;Sechskantm.M6 ISO4032-A2-70;8;ST;X;;86;88;S1MOB2;SP;W-FIN001;1;ND;F;ROH
;3;1;W09;500036716;Montagepaste Klüber 46MR401;    0,000;KG;;1;86;88;S1MOB2;SP;75134;1;PD;F;ROH
;3;11;W09;500340296;Loctite 243 Schraubensicherung;    0,036;KG;;1;86;88;S1MOB2;SP;W-VIE001;1;PD;F;ROH
;3;21;W02;500447570;Nutenstein M8 m. Beilage;4;ST;X;;86;88;S1MOB2;SP;W-FIN001;1;PD;F;ROH
