Stf;Pos.;MaterialP;Objektkurztext;Menge;ME;Werk;ZTP;Horiz;DMk;BeschArt;MArt;R;LOrt;ÄndNr;ArbPlatz;EKG;SchGut
3;19;815001288;Sperrkantscheibe SKM-6-NrFst (A4);1;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;20;500143654;Käfigm.M6-RR-083-35-A2/A2;8;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;21;700014268;Sechskantschraube M 8X25 ISO 4017-A2-70;7;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;22;815001287;Sperrkantscheibe SKM-8 TN096340-NrFSt-A4;7;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;23;500276454;Senkschr.M6x25 ISO10642-A2-70;13;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;24;500330773;Scheibe 1184199 f.Senkschr.M6 INOX A1;13;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;25;500153261;Käfigmutter M6 (1,7-2,5)-A2/A2;17;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;26;500076989;Käfigmutter M8 (1,8-3,2)-A2/A2;1;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;27;500533190;Käfigmuttern-Beilage Bl 2x30x30 EN485-4;22;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W11;X
3;28;500240957;Halbrundkopfschr.M6x20 ISO7380-2-A2-70;11;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;29;500533169;Käfigmuttern-Beilage Bl 1x30x30 EN485-4;7;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W11;X
3;30;500554328;Beilage 1mm doppelt;8;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W05;X
3;31;500516928;Distanzblech;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;33;500377016;Sperrkantscheibe SKZ-12 TN096660-NrFSt;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;34;500525961;Zylinderschr.M12x110 ISO4762-A4-80;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;35;500230833;Halbrundkopfschr.M5x20 ISO7380-2-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;36;500533126;Gewindeplatte Haltestange lang;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;37;812020026;Filzstreifen 1x40SK DIN 61200-Filz F4-im;1,090;M;86;SP;1;PD;F;ROH;1;88;W-FIN001;S3MOB2;W02;
3;38;65001253S;Wollfilzstreifen  3x60mm eins.selbstkl.;    0,500;M;86;SP;1;PD;F;ROH;1;88;W-FIN001;S3MOB2;W02;
3;39;500565355;Zellschaumband 5x25 AMCO AM M72;    0,720;M;86;SP;1;PD;F;ROH;1;88;W-FIN001;S3MOB2;W11;
3;40;500527646;Filzstreifen 1,5x15 rohweiß eins.skl.;2,380;M;86;SP;1;PD;F;ROH;1;88;W-FIN001;S3MOB2;W02;
3;41;500527646;Filzstreifen 1,5x15 rohweiß eins.skl.;2,500;M;86;SP;1;PD;F;ROH;1;88;75338;S3MOB2;W02;
3;1;500036716;Montagepaste Klüber 46MR401;    0,000;KG;86;SP;1;PD;F;ROH;1;88;75134;S3MOB2;W09;
3;11;500340296;Loctite 243 Schraubensicherung;    0,002;KG;86;SP;1;PD;F;ROH;1;88;W-VIE001;S3MOB2;W09;
3;1;700040869;Loctite 222 BO 50ML EGFD;    0,011;KG;86;SP;1;V1;F;ROH;1;88;B-BAS001;S3MOB2;W09;
3;45;500333464;Sechskantschr.M6x12 ISO4017-A4-80;2;ST;86;SP;1;ND;F;ROH;;88;74080;S3MOB2;W09;X
3;46;500554275;Sensorhalterung für Lichtschranke;2;ST;86;SP;1;PD;F;ROH;;88;74641;S3MOB2;W11;
3;1;500563902;EP-Verkleidung 1 SM kpl;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W06;
3;2;500563922;Portal-Luftanschluss Sensor kpl;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W06;
3;3;500563917;Fassungsprofil oben li SM;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;4;500563918;Fassungsprofil mittig li SM;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;5;500563919;Fassungsprofil unten li SM;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;6;500563909;Lueftungsgitter;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;7;500053323;Sperrkantscheibe SKB-6-NrFSt;8;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;8;700019595;Sechskantm.M6 ISO4032-A2-70;8;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;9;500243160;Scheibe 6 ISO7093-1 200HV-A2;3;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;10;700019694;Hutm.M6 DIN1587-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;11;700014189;Sechskantschr.M6x25 ISO4017-A2-70;1;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;12;500143654;Käfigm.M6-RR-083-35-A2/A2;1;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;13;500330773;Scheibe 1184199 f.Senkschr.M6 INOX A1;5;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;14;500370496;Senkschr.M6x30 ISO10642-A2-70;1;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;15;500276812;Senkschr.M6x20 ISO10642-A2-70;4;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;16;500565357;Zellschaumband 15x20 AMCO AM M72;    0,100;M;86;SP;1;PD;F;ROH;1;88;W-FIN001;S3MOB2;W10;
3;17;500565359;Filzband 1,5x36 selbstklebend;2,277;M;86;SP;1;PD;F;ROH;1;88;W-FIN001;S3MOB2;W02;
3;1;500325708;Klebstoff Terostat MS 935 grau 290ml;    0,000;KG;86;SP;1;PD;F;ROH;1;88;70887;S3MOB2;W09;
3;11;500340296;Loctite 243 Schraubensicherung;    0,006;KG;86;SP;1;PD;F;ROH;1;88;W-VIE001;S3MOB2;W09;
3;22;500287173;Primer 3M 94;    0,001;KG;86;SP;1;PD;F;ROH;1;88;W-FIN001;S3MOB2;W09;
3;30;500562872;Gewindeklotz M10;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;31;500177126;Halbrundkopfschr.M6x16 ISO7380-2-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;32;500540077;Temperaturfuehler HKL 913;1;ST;86;SP;1;PD;F;LBEI;;88;W-FIN001;S3MOB2;W01;
3;33;500366544;Kabelverschraubung VK81249d Ms,vern.;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;34;500366628;Einsatz Ek149P7 TPE-V natur;1;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;35;500175545;Gegenm.M12x1,5 212/5 Ms,vern.;1;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W11;X
3;36;500567272;Flachdichtung D12x2;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W09;
3;37;500565361;Zellschaumband 8x30 AMCO AM M72;    0,080;M;86;SP;1;PD;F;ROH;1;88;74280;S3MOB2;W05;
3;1;500563903;EP-Verkleidung 2 SM kpl;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W06;
3;2;500563921;Portal-Luftanschluss re kpl;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W06;
3;3;500563927;Fassungsprofil oben re SM;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;4;500563928;Fassungsprofil mittig re SM;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;5;500563929;Fassungsprofil unten re SM;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;6;500563909;Lueftungsgitter;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;7;500053323;Sperrkantscheibe SKB-6-NrFSt;8;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;8;700019595;Sechskantm.M6 ISO4032-A2-70;8;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;9;500243160;Scheibe 6 ISO7093-1 200HV-A2;3;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;10;700019694;Hutm.M6 DIN1587-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;11;700014189;Sechskantschr.M6x25 ISO4017-A2-70;1;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;12;500143654;Käfigm.M6-RR-083-35-A2/A2;1;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;13;500330773;Scheibe 1184199 f.Senkschr.M6 INOX A1;5;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;14;500370496;Senkschr.M6x30 ISO10642-A2-70;1;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;15;500276812;Senkschr.M6x20 ISO10642-A2-70;4;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;16;500565357;Zellschaumband 15x20 AMCO AM M72;    0,100;M;86;SP;1;PD;F;ROH;1;88;W-FIN001;S3MOB2;W10;
3;17;500565359;Filzband 1,5x36 selbstklebend;2,277;M;86;SP;1;PD;F;ROH;1;88;W-FIN001;S3MOB2;W02;
3;1;500325708;Klebstoff Terostat MS 935 grau 290ml;    0,000;KG;86;SP;1;PD;F;ROH;1;88;70887;S3MOB2;W09;
3;11;500340296;Loctite 243 Schraubensicherung;    0,005;KG;86;SP;1;PD;F;ROH;1;88;W-VIE001;S3MOB2;W09;
3;22;500287173;Primer 3M 94;    0,001;KG;86;SP;1;PD;F;ROH;1;88;W-FIN001;S3MOB2;W09;
3;30;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;31;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;32;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;33;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;34;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;35;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;36;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;37;500565361;Zellschaumband 8x30 AMCO AM M72;    0,080;M;86;SP;1;PD;F;ROH;1;88;74280;S3MOB2;W05;
3;1;500563903;EP-Verkleidung 2 SM kpl;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W06;
3;2;500563921;Portal-Luftanschluss re kpl;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W06;
3;3;500563927;Fassungsprofil oben re SM;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;4;500563928;Fassungsprofil mittig re SM;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;5;500563929;Fassungsprofil unten re SM;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;6;500563909;Lueftungsgitter;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;7;500053323;Sperrkantscheibe SKB-6-NrFSt;8;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;8;700019595;Sechskantm.M6 ISO4032-A2-70;8;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;9;500243160;Scheibe 6 ISO7093-1 200HV-A2;3;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;10;700019694;Hutm.M6 DIN1587-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;11;700014189;Sechskantschr.M6x25 ISO4017-A2-70;1;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;12;500143654;Käfigm.M6-RR-083-35-A2/A2;1;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;13;500330773;Scheibe 1184199 f.Senkschr.M6 INOX A1;5;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;14;500370496;Senkschr.M6x30 ISO10642-A2-70;1;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;15;500276812;Senkschr.M6x20 ISO10642-A2-70;4;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;16;500565357;Zellschaumband 15x20 AMCO AM M72;    0,100;M;86;SP;1;PD;F;ROH;1;88;W-FIN001;S3MOB2;W10;
3;17;500565359;Filzband 1,5x36 selbstklebend;2,277;M;86;SP;1;PD;F;ROH;1;88;W-FIN001;S3MOB2;W02;
3;1;500325708;Klebstoff Terostat MS 935 grau 290ml;    0,000;KG;86;SP;1;PD;F;ROH;1;88;70887;S3MOB2;W09;
3;11;500340296;Loctite 243 Schraubensicherung;    0,005;KG;86;SP;1;PD;F;ROH;1;88;W-VIE001;S3MOB2;W09;
3;22;500287173;Primer 3M 94;    0,001;KG;86;SP;1;PD;F;ROH;1;88;W-FIN001;S3MOB2;W09;
3;30;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;31;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;32;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;33;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;34;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;35;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;36;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;37;500565361;Zellschaumband 8x30 AMCO AM M72;    0,080;M;86;SP;1;PD;F;ROH;1;88;74280;S3MOB2;W05;
3;1;500563904;EP-Verkleidung 3 SM kpl;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W06;
3;2;500563920;Portal-Luftanschluss li kpl;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W06;
3;3;500563917;Fassungsprofil oben li SM;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;4;500563918;Fassungsprofil mittig li SM;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;5;500563919;Fassungsprofil unten li SM;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;6;500563909;Lueftungsgitter;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;7;500053323;Sperrkantscheibe SKB-6-NrFSt;8;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;8;700019595;Sechskantm.M6 ISO4032-A2-70;8;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;9;500243160;Scheibe 6 ISO7093-1 200HV-A2;3;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;10;700019694;Hutm.M6 DIN1587-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;11;700014189;Sechskantschr.M6x25 ISO4017-A2-70;1;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;12;500143654;Käfigm.M6-RR-083-35-A2/A2;1;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;13;500330773;Scheibe 1184199 f.Senkschr.M6 INOX A1;5;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;14;500370496;Senkschr.M6x30 ISO10642-A2-70;1;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;15;500276812;Senkschr.M6x20 ISO10642-A2-70;4;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;16;500565357;Zellschaumband 15x20 AMCO AM M72;    0,100;M;86;SP;1;PD;F;ROH;1;88;W-FIN001;S3MOB2;W10;
3;17;500565359;Filzband 1,5x36 selbstklebend;2,277;M;86;SP;1;PD;F;ROH;1;88;W-FIN001;S3MOB2;W02;
3;1;500325708;Klebstoff Terostat MS 935 grau 290ml;    0,000;KG;86;SP;1;PD;F;ROH;1;88;70887;S3MOB2;W09;
3;11;500340296;Loctite 243 Schraubensicherung;    0,005;KG;86;SP;1;PD;F;ROH;1;88;W-VIE001;S3MOB2;W09;
3;22;500287173;Primer 3M 94;    0,001;KG;86;SP;1;PD;F;ROH;1;88;W-FIN001;S3MOB2;W09;
3;30;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;31;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;32;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;33;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;34;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;35;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;36;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;37;500565361;Zellschaumband 8x30 AMCO AM M72;    0,080;M;86;SP;1;PD;F;ROH;1;88;74280;S3MOB2;W05;
2;2;540834SM2;Layout Anzeigen;1;ST;86;SP;300;PD;E;HALB;1;15;W-FIN001M;INV;;
3;1;500562579;"TFT-Anzeiger,Deckengondel,2x29,2""";1;ST;86;SP;1;PD;F;LBEI;;88;W-FIN001;S3MOB2;W01;
3;2;700014268;Sechskantschraube M 8X25 ISO 4017-A2-70;8;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;3;815001287;Sperrkantscheibe SKM-8 TN096340-NrFSt-A4;8;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;1;500036716;Montagepaste Klüber 46MR401;    0,000;KG;86;SP;1;PD;F;ROH;1;88;75134;S3MOB2;W09;
3;1;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;2;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;3;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;4;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;5;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;6;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;1;500562577;Fahrzielanzeiger,LED 26x144;1;ST;86;SP;1;PD;F;LBEI;;88;W-FIN001;S3MOB2;W01;
3;2;500556427;Halter li;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;3;500556428;Halter re;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;4;500479504;Distanzhuelse 15x3x15 X5CrNi18-10;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;5;700014286;Sechskantschr.M8x35 ISO4017-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;6;815001297;Sperrkantscheibe SKS-8-NrFSt;4;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;7;700014254;Sechskantschr.M8x20 ISO4017-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;8;500542184;Zellschaumband 8x2 AMCO AM M162;2,136;M;86;SP;1;PD;F;ROH;1;88;W-FIN001;S3MOB2;W02;
3;1;500036716;Montagepaste Klüber 46MR401;    0,000;KG;86;SP;1;PD;F;ROH;1;88;75134;S3MOB2;W09;
3;2;500565477;Anzeigenabdeckung kpl;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W06;
3;3;500565478;Halter Anzeige li;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;4;500565479;Halter Anzeige re;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;5;500556436;Fangband L300;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;X
3;6;815001287;Sperrkantscheibe SKM-8 TN096340-NrFSt-A4;6;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;7;500076989;Käfigmutter M8 (1,8-3,2)-A2/A2;6;ST;86;SP;1;ND;F;ROH;;88;74212;S3MOB2;W09;X
3;8;700014254;Sechskantschr.M8x20 ISO4017-A2-70;6;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;9;500330773;Scheibe 1184199 f.Senkschr.M6 INOX A1;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;10;700004691;Klips-Muttern- M6-St-verzinkt;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W11;
3;11;500276454;Senkschr.M6x25 ISO10642-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;11;500340296;Loctite 243 Schraubensicherung;    0,002;KG;86;SP;1;PD;F;ROH;1;88;W-VIE001;S3MOB2;W09;
3;1;500036716;Montagepaste Klüber 46MR401;    0,000;KG;86;SP;1;PD;F;ROH;1;88;75134;S3MOB2;W09;
3;8;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;9;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;1;500562577;Fahrzielanzeiger,LED 26x144;1;ST;86;SP;1;PD;F;LBEI;;88;W-FIN001;S3MOB2;W01;
3;2;500556427;Halter li;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;3;500556428;Halter re;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;4;500479504;Distanzhuelse 15x3x15 X5CrNi18-10;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;5;700014286;Sechskantschr.M8x35 ISO4017-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;6;815001297;Sperrkantscheibe SKS-8-NrFSt;4;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;7;700014254;Sechskantschr.M8x20 ISO4017-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;8;500542184;Zellschaumband 8x2 AMCO AM M162;2,136;M;86;SP;1;PD;F;ROH;1;88;W-FIN001;S3MOB2;W02;
3;1;500036716;Montagepaste Klüber 46MR401;    0,000;KG;86;SP;1;PD;F;ROH;1;88;75134;S3MOB2;W09;
3;2;500565477;Anzeigenabdeckung kpl;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W06;
3;3;500565478;Halter Anzeige li;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;4;500565479;Halter Anzeige re;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;
3;5;500556436;Fangband L300;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W05;X
3;6;815001287;Sperrkantscheibe SKM-8 TN096340-NrFSt-A4;6;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;7;500076989;Käfigmutter M8 (1,8-3,2)-A2/A2;6;ST;86;SP;1;ND;F;ROH;;88;74212;S3MOB2;W09;X
3;8;700014254;Sechskantschr.M8x20 ISO4017-A2-70;6;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;9;500330773;Scheibe 1184199 f.Senkschr.M6 INOX A1;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;10;700004691;Klips-Muttern- M6-St-verzinkt;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S3MOB2;W11;
3;11;500276454;Senkschr.M6x25 ISO10642-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S3MOB2;W09;X
3;11;500340296;Loctite 243 Schraubensicherung;    0,002;KG;86;SP;1;PD;F;ROH;1;88;W-VIE001;S3MOB2;W09;
3;1;500036716;Montagepaste Klüber 46MR401;    0,000;KG;86;SP;1;PD;F;ROH;1;88;75134;S3MOB2;W09;
3;11;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;12;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;13;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
3;14;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;W-FIN001;S3MOB2;;X
2;3;540600SM2;Anbau Dachgeräte SM2;1;ST;86;SP;300;PD;E;HALB;1;15;W-FIN001M;INV;;
3;1;500553859;Bordnetzumrichter;1;ST;86;SP;1;PD;F;LBEI;1;88;W-FIN001;E3MOB2;W01;
3;2;500484593;Spannhülse Rd 25x35 EN10278;4;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;E3MOB2;W05;
3;3;500537896;Nutenstein M12;4;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;E3MOB2;W05;
3;4;500537931;U-Profil M12;4;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;E3MOB2;W05;
3;5;500329841;Sechskantschr.M12x70 ISO4017-A4-80;4;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;E3MOB2;W09;X
3;6;650010413;Sechskantm.M12 ISO4032-A4-80;4;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;E3MOB2;W09;X
3;7;500454725;Erdband 50mm2 350/10,5/10,5         P018;2;ST;86;SP;1;ND;F;ROH;;88;73570;E3MOB2;W02;X
