Stf;Pos.;MaterialP;Objektkurztext;Menge;ME;Werk;ZTP;Horiz;DMk;BeschArt;MArt;R;LOrt;ÄndNr;ArbPlatz;EKG;SchGut
6;1330;500440216;V-Naht 6 EN15085-3 CPB G2293NL;1,084;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
6;1346;500558259;Kehlnaht a4,5 EN15085-3 CPC2 G2293NL;    0,496;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;;X
5;2;500557466;Fenstertraeger li. kpl.;1;ST;86;SP;200;PD;E;HALB;1;15;74795;S3BS;;
6;1;500557570;Fenstertraeger li.;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
6;2;500557572;Rippe 1 FS;2;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
6;3;500557574;Rippe 2 FS;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
6;431;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;    0,035;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
6;450;500424324;Doppel-KN a2 EN15085-3 CPC2 G199L;    0,796;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
6;538;500427730;I-Naht 3 EN15085-3 CPC2 G199L;    0,094;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
6;551;500427485;Gegenlage EN15085-3 CPC2 G199L;    0,094;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;;X
5;3;500557467;Fenstertraeger re. kpl.;1;ST;86;SP;200;PD;E;HALB;1;15;74795;S3BS;;
6;1;500557571;Fenstertraeger re.;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
6;2;500557572;Rippe 1 FS;2;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
6;3;500557574;Rippe 2 FS;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
6;431;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;    0,035;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
6;450;500424324;Doppel-KN a2 EN15085-3 CPC2 G199L;    0,796;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
6;538;500427730;I-Naht 3 EN15085-3 CPC2 G199L;    0,094;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
6;551;500427485;Gegenlage EN15085-3 CPC2 G199L;    0,094;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;;X
5;4;500568946;Mittellangtraeger 2 re;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;5;500557517;Eckversteifung;16;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;6;500557672;Quertraeger 2 FS re;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;7;500557685;U Profil FS li;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;8;500557675;Quertraeger Mittelteil FS;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;9;500557671;Quertraeger 2 FS li;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;10;500557669;Quertraeger 1 FS li;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;11;500553119;Mittelquertraeger breit;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;12;500557670;Quertraeger 1 FS re;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;13;500557683;Endblech Laengstraege FS;2;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;14;500557673;Quertraeger 3 FS li.;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;15;500557681;Endblech Laengstraeger Mittelteil re;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;16;500557674;Quertraeger 3 FS re.;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;17;500568945;Mittellangtraeger 2 li kpl.;1;ST;86;SP;200;PD;E;HALB;1;15;74795;S3BS;;
6;1;500568944;Mittellangtraeger 2 li;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
6;2;500006938;Schweissm.M5 DIN929-A2;2;ST;86;SP;1;ND;F;ROH;;88;74795;S3BS;W09;X
6;381;500428238;Punktnaht für Schweißmutter EN15085-3;2;ST;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
6;482;500440392;HV-Naht 5 EN15085-3 CPC2 G199L;    0,064;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
6;551;500427485;Gegenlage EN15085-3 CPC2 G199L;    0,064;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;;X
5;18;500557680;Endblech Laengstraeger Mittelteil li;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;19;500557684;Rippe 3 FS;2;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;20;500557686;U Profil FS re;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;21;500558186;Schweissbadsicherung 8;2;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;22;500558187;Schweissbadsicherung 9;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;23;500558191;Schweissbadsicherung 6;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;24;500558189;Schweissbadsicherung 4;2;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;25;500557572;Rippe 1 FS;2;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;26;500557676;Anhebetopf;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;27;500557677;Obergurt Anhebe;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;28;500557678;Untergurt Anhebe li;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;29;500557679;Untergurt Anhebe re;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;30;500557682;Rippe Anhebe;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;31;500568976;Rippe Anhebe re.;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
5;431;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;5,550;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
5;441;500424306;Kehlnaht z2 EN15085-3 CPC2 G199L;1,622;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
5;442;500425890;Kehlnaht z3 EN15085-3 CPC2 G199L;2,648;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
5;450;500424324;Doppel-KN a2 EN15085-3 CPC2 G199L;3,356;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
5;451;500424386;Doppel-KN a3 EN15085-3 CPC2 G199L;    0,090;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
5;480;500424304;HV-Naht 3 EN15085-3 CPC2 G199L;2,224;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
5;482;500440392;HV-Naht 5 EN15085-3 CPC2 G199L;1,180;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
5;497;500554775;Doppel-KN a2,5 EN15085-3 CPC2 G199L;    0,616;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;;X
5;519;500440393;HY-Naht 4 EN15085-3 CPC2 G199L;    0,212;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
5;520;500425894;HY-Naht 5 EN15085-3 CPC2 G199L;1,102;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
5;538;500427730;I-Naht 3 EN15085-3 CPC2 G199L;    0,664;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
5;545;500426614;HY-Naht 2,5 EN15085-3 CPC2 G199L;5,474;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
5;551;500427485;Gegenlage EN15085-3 CPC2 G199L;1,928;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;;X
5;562;500446210;Langlochnaht 8 EN15085-3 CPC2 G199L;    0,280;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
5;1217;500434907;Kehlnaht a2 EN15085-3 CPC2 G2293NL;    0,742;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
5;1236;500434909;Doppel-KN a2 EN15085-3 CPC2 G2293NL;    0,320;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
5;1301;500438155;HY-Naht 4 EN15085-3 CPC2 G2293NL;    0,544;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
5;1302;500434859;HY-Naht 5 EN15085-3 CPC2 G2293NL;    0,742;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
5;1335;500441489;Gegenlage EN15085-3 CPC2 G2293NL;    0,544;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
4;4;500542147;Plaettchen fuer Modulkennzeichnung;1;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
4;5;500561925;Auflageblech Tuersaeule SM;4;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
4;6;500557668;Kabelrohr SM;4;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
4;7;500563021;Muffe AD25 ID18 M20x1,5;4;ST;86;SP;1;PD;F;ROH;;88;74795;S3BS;W05;
4;442;500425890;Kehlnaht z3 EN15085-3 CPC2 G199L;    0,140;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
4;479;500424387;HV-Naht 2 EN15085-3 CPC2 G199L;    0,264;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;;X
4;480;500424304;HV-Naht 3 EN15085-3 CPC2 G199L;1,612;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
4;481;500425891;HV-Naht 4 EN15085-3 CPC2 G199L;    0,924;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
4;551;500427485;Gegenlage EN15085-3 CPC2 G199L;1,876;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;;X
4;731;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;    0,660;M;86;SP;1;PD;F;KBEI;1;88;74795;S3BS;W90;X
3;2;500540796;Seitenwand li kpl.SM Zukaufteil;2;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;3;500540800;Seitenwand re kpl.SM Zukaufteil;2;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;4;500540804;Dach SM2 Zukaufteil;1;ST;86;SP;1;PD;F;ROH;1;15;74195;S6BS;W05;
3;5;500541373;Anschlagpuffer Tuer offen vorne;4;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;6;500560940;Wellenbalgauflage 2 SM;2;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;7;500560990;Fenster Versteifung 1 oben;8;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;8;500560941;Wellenbalgauflage 3 SM;4;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;9;500561782;Abdeckung Tuersaeule unten;4;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;11;500560923;Wellenbalgauflage 1 SM;4;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;12;500560949;Rohr fuer Wasserablauf SM;4;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;13;500560962;Tuer Versteifung oben re.;2;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;14;500560961;Tuer Versteifung oben li.;2;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;15;500560938;Auflage Portalsaeule Ecke rechts;2;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;16;500560937;Auflage Portalsaeule Ecke links;2;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;17;500585284;Wellenbalgauflage Dach SM kpl;2;ST;86;SP;1;PD;F;ROH;;88;74893;S6BS;W05;
3;18;500561016;Konsole Schwenkhebel kpl re.;2;ST;86;SP;200;PD;E;HALB;1;15;74195;S6BS;B30;
4;1;500560994;Konsole Schwenkhebel re.;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S6BS;W05;
4;2;500384548;Gewindebolzen BM6x35 DIN976-1 A2-70;2;ST;86;SP;1;ND;F;ROH;;88;74030;S6BS;W09;X
4;564;500445781;Lochnaht 6 EN15085-3 CPC2 G199L;2;ST;86;SP;1;PD;F;KBEI;;88;W-FIN001;S6BS;W90;X
3;19;500563764;Mittenabstützung Tür kpl.;2;ST;86;SP;200;PD;E;HALB;1;15;74195;S6BS;;
4;1;500563763;Mittenabstützblech Tür;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S6BS;W05;
4;2;700027494;Schweissm.M8 DIN929-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S6BS;W09;X
4;381;500428238;Punktnaht für Schweißmutter EN15085-3;2;ST;86;SP;1;PD;F;KBEI;1;88;W-FIN001;S6BS;W90;X
3;20;500561015;Konsole Schwenkhebel kpl li.;2;ST;86;SP;200;PD;E;HALB;1;15;74195;S6BS;B30;
4;1;500560993;Konsole Schwenkhebel li.;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S6BS;W05;
4;2;500384548;Gewindebolzen BM6x35 DIN976-1 A2-70;2;ST;86;SP;1;ND;F;ROH;;88;74030;S6BS;W09;X
4;564;500445781;Lochnaht 6 EN15085-3 CPC2 G199L;2;ST;86;SP;1;PD;F;KBEI;;88;W-FIN001;S6BS;W90;X
3;21;500561500;Konsole Kabelbride;4;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;22;500560995;Träger für Türantrieb seitlich li.;4;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;23;500561003;Konsole Haltestange unten kpl. li.;2;ST;86;SP;200;PD;E;HALB;1;15;74195;S6BS;B30;
4;1;500561009;Konsole Haltestange unten li.;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S6BS;W05;
4;2;500206951;Schweissm.M8 DIN929-A4;4;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S6BS;W09;X
4;381;500428238;Punktnaht für Schweißmutter EN15085-3;4;ST;86;SP;1;PD;F;KBEI;1;88;W-FIN001;S6BS;W90;X
4;442;500425890;Kehlnaht z3 EN15085-3 CPC2 G199L;    0,072;M;86;SP;1;PD;F;KBEI;1;88;W-FIN001;S6BS;W90;X
3;24;500560944;Verstärkung oben GP SM re.;2;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;25;500561007;Konsole Haltestange oben kpl.Li;2;ST;86;SP;200;PD;E;HALB;1;15;74195;S6BS;B30;
4;1;500561013;Konsole Haltestange oben li.;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S6BS;W05;
4;2;500560942;Rippe;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S6BS;W05;
4;3;500206951;Schweissm.M8 DIN929-A4;6;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S6BS;W09;X
4;381;500428238;Punktnaht für Schweißmutter EN15085-3;6;ST;86;SP;1;PD;F;KBEI;1;88;W-FIN001;S6BS;W90;X
4;442;500425890;Kehlnaht z3 EN15085-3 CPC2 G199L;    0,074;M;86;SP;1;PD;F;KBEI;1;88;W-FIN001;S6BS;W90;X
4;450;500424324;Doppel-KN a2 EN15085-3 CPC2 G199L;    0,086;M;86;SP;1;PD;F;KBEI;1;88;W-FIN001;S6BS;W90;X
3;26;500561008;Konsole Haltestange oben kpl. re.;2;ST;86;SP;200;PD;E;HALB;1;15;74195;S6BS;B30;
4;1;500561014;Konsole Haltestange oben re.;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S6BS;W05;
4;2;500560942;Rippe;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S6BS;W05;
4;3;500206951;Schweissm.M8 DIN929-A4;6;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S6BS;W09;X
4;381;500428238;Punktnaht für Schweißmutter EN15085-3;6;ST;86;SP;1;PD;F;KBEI;1;88;W-FIN001;S6BS;W90;X
4;442;500425890;Kehlnaht z3 EN15085-3 CPC2 G199L;    0,074;M;86;SP;1;PD;F;KBEI;1;88;W-FIN001;S6BS;W90;X
4;450;500424324;Doppel-KN a2 EN15085-3 CPC2 G199L;    0,086;M;86;SP;1;PD;F;KBEI;1;88;W-FIN001;S6BS;W90;X
3;27;500563015;Wellenbalganbindung li.kpl.;2;ST;86;SP;200;PD;E;HALB;1;15;74195;S6BS;;
4;1;500560929;Wellenbalganbindung li.;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S5BS;W05;
4;3;500182243;Sechskantschraube M 6x20 ISO 4017-A4-80;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S5BS;W09;X
4;431;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;    0,024;M;86;SP;1;PD;F;KBEI;1;88;74745;S5BS;W90;X
4;450;500424324;Doppel-KN a2 EN15085-3 CPC2 G199L;    0,039;M;86;SP;1;PD;F;KBEI;1;88;W-FIN001;S5BS;W90;X
3;28;500560943;Verstärkung oben GP SM li.;2;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;29;500561006;Konsole Haltestange mitte kpl. re.;2;ST;86;SP;200;PD;E;HALB;1;15;74195;S6BS;B30;
4;1;500561012;Konsole Haltestange mitte re.;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S6BS;W05;
4;2;500206951;Schweissm.M8 DIN929-A4;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S6BS;W09;X
4;381;500428238;Punktnaht für Schweißmutter EN15085-3;2;ST;86;SP;1;PD;F;KBEI;1;88;W-FIN001;S6BS;W90;X
3;30;500561005;Konsole Haltestange mitte kpl. li.;2;ST;86;SP;200;PD;E;HALB;1;15;74195;S6BS;B30;
4;1;500561011;Konsole Haltestange mitte li.;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S6BS;W05;
4;2;500206951;Schweissm.M8 DIN929-A4;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S6BS;W09;X
4;381;500428238;Punktnaht für Schweißmutter EN15085-3;2;ST;86;SP;1;PD;F;KBEI;1;88;W-FIN001;S6BS;W90;X
3;31;500563016;Wellenbalganbindung re.kpl.;2;ST;86;SP;200;PD;E;HALB;1;15;74195;S6BS;;
4;1;500560930;Wellenbalganbindung re.;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S5BS;W05;
4;3;500182243;Sechskantschraube M 6x20 ISO 4017-A4-80;2;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S5BS;W09;X
4;431;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;    0,240;M;86;SP;1;PD;F;KBEI;1;88;74745;S5BS;W90;X
4;450;500424324;Doppel-KN a2 EN15085-3 CPC2 G199L;    0,039;M;86;SP;1;PD;F;KBEI;1;88;W-FIN001;S5BS;W90;X
3;32;500560945;Konsole Zielanzeiger li.;2;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;33;500560969;Rippe Tuersäule 1 unten;4;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;34;500560997;Träger für Türantrieb mitte;2;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;35;500560968;Rippe Tuer unten;4;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;36;500560946;Konsole Zielanzeiger re.;2;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;37;500561004;Konsole Haltestange unten kpl.Re;2;ST;86;SP;200;PD;E;HALB;1;15;74195;S6BS;B30;
4;1;500561010;Konsole Haltestange unten re.;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;S6BS;W05;
4;2;500206951;Schweissm.M8 DIN929-A4;4;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;S6BS;W09;X
4;381;500428238;Punktnaht für Schweißmutter EN15085-3;4;ST;86;SP;1;PD;F;KBEI;1;88;W-FIN001;S6BS;W90;X
4;442;500425890;Kehlnaht z3 EN15085-3 CPC2 G199L;    0,072;M;86;SP;1;PD;F;KBEI;1;88;W-FIN001;S6BS;W90;X
3;38;500560893;C-Schiene 32x18x3x1158 INOX;4;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;39;500565526;Rippe Ecksaeule Gelenk SM Li;2;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;40;500565527;Rippe Ecksaeule Gelenk SM Re;2;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;41;500542147;Plaettchen fuer Modulkennzeichnung;1;ST;86;SP;1;PD;F;ROH;;88;74195;S6BS;W05;
3;431;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;25,462;M;86;SP;1;PD;F;KBEI;1;88;74195;S6BS;W90;X
3;432;500424388;Kehlnaht a3 EN15085-3 CPC2 G199L;1,272;M;86;SP;1;PD;F;KBEI;1;88;74195;S6BS;W90;X
3;433;500440368;Kehlnaht a4 EN15085-3 CPC2 G199L;    0,788;M;86;SP;1;PD;F;KBEI;1;88;74195;S6BS;W90;X
3;442;500425890;Kehlnaht z3 EN15085-3 CPC2 G199L;1,496;M;86;SP;1;PD;F;KBEI;1;88;74195;S6BS;W90;X
3;450;500424324;Doppel-KN a2 EN15085-3 CPC2 G199L;8,556;M;86;SP;1;PD;F;KBEI;1;88;74195;S6BS;W90;X
3;479;500424387;HV-Naht 2 EN15085-3 CPC2 G199L;    0,680;M;86;SP;1;PD;F;KBEI;1;88;74195;S6BS;;X
3;480;500424304;HV-Naht 3 EN15085-3 CPC2 G199L;8,160;M;86;SP;1;PD;F;KBEI;1;88;74195;S6BS;W90;X
3;481;500425891;HV-Naht 4 EN15085-3 CPC2 G199L;1,364;M;86;SP;1;PD;F;KBEI;1;88;74195;S6BS;W90;X
3;482;500440392;HV-Naht 5 EN15085-3 CPC2 G199L;    0,852;M;86;SP;1;PD;F;KBEI;1;88;74195;S6BS;W90;X
3;518;500425893;HY-Naht 3 EN15085-3 CPC2 G199L;    0,780;M;86;SP;1;PD;F;KBEI;1;88;74195;S6BS;W90;X
3;519;500440393;HY-Naht 4 EN15085-3 CPC2 G199L;2,208;M;86;SP;1;PD;F;KBEI;1;88;74195;S6BS;W90;X
3;537;500424322;I-Naht 2 EN15085-3 CPC2 G199L;    0,404;M;86;SP;1;PD;F;KBEI;1;88;74195;S6BS;W90;X
3;538;500427730;I-Naht 3 EN15085-3 CPC2 G199L;1,464;M;86;SP;1;PD;F;KBEI;1;88;74195;S6BS;W90;X
3;542;500426700;Kehlnaht z1,5 EN15085-3 CPC2 G199L;    0,252;M;86;SP;1;PD;F;KBEI;1;88;74195;S6BS;W90;X
3;545;500426614;HY-Naht 2,5 EN15085-3 CPC2 G199L;15,068;M;86;SP;1;PD;F;KBEI;1;88;74195;S6BS;W90;X
3;551;500427485;Gegenlage EN15085-3 CPC2 G199L;2,284;M;86;SP;1;PD;F;KBEI;1;88;74195;S6BS;;X
2;2;RORISM2;Rohbau richten SM2;1;ST;86;SP;300;PD;E;HALB;1;15;74795;INV;;
3;1;500582751;Rohbau PRK;1;ST;86;SP;100;PD;F;HALB;;88;74832;S6BS;W05;
3;2;500582751;Rohbau PRK;1;ST;86;SP;100;PD;F;HALB;;88;74832;S6BS;W05;
3;3;500583471;Distanzhuelse Ro 12x1,5x70;2;ST;86;SP;100;PD;F;HALB;;88;74832;S6BS;W05;
3;4;700034867;Sechskantschr.M8x90 ISO4017-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;74832;S6BS;W09;X
3;5;700043179;Scheibe 8 ISO7089-200HV-A2;2;ST;86;SP;1;ND;F;ROH;;88;74832;S6BS;W09;X
1;1;500542548;Farbe 204S;1;ST;86;SP;1;PD;E;HALB;1;15;W-FIN001;;;
2;1;SAINSM2;Sandstrahlen SM2;1;ST;86;SP;300;PD;E;HALB;1;15;70852;INV;;
1;2;500542549;Farbe 205S;1;ST;86;SP;1;PD;E;HALB;1;15;W-FIN001;;;
2;1;540596SM2;Lackierung Rohbau Flexity Innsbruck SM2;1;ST;86;SP;300;PD;E;HALB;1;15;W-FIN001M;INV;;
3;1;500554026;Blindstopfen PLUG10;16;ST;86;SP;1;ND;F;ROH;;88;W-FIN001;PA01;W09;X
3;2;500325708;Klebstoff Terostat MS 935 grau 290ml;    0,001;KG;86;SP;1;PD;F;ROH;1;88;W-FIN001M;PA01;W09;
1;4;500542551;Farbe 207S SM2;1;ST;86;SP;1;PD;E;HALB;1;15;W-FIN001;;;
2;1;540815SM2;Anbau Bodenplatten SM;1;ST;86;SP;300;PD;E;HALB;1;15;W-FIN001M;INV;;
3;1;500578758;Bodenplatte Mitte SM      PRK;1;ST;86;SP;1;PD;F;HALB;;88;74329;L7MOB3;W09;
3;2;500561722;Bodenplatte Gelenk SM;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;L7MOB3;W09;
3;3;500561723;Bodenplatte Anhebestelle SM;1;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;L7MOB3;W09;
3;4;500561724;Bodenplatte Tuersaeule SM li.;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;L7MOB3;W09;
3;5;500561725;Bodenplatte Tuersaeule SM re;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;L7MOB3;W09;
3;6;500561726;Bodenplatte GP Ecke SM li.;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;L7MOB3;W09;
3;7;500561727;Bodenplatte GP Ecke SM re.;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;L7MOB3;W09;
3;8;500563981;Bodenplatte Drehscheibe SM li.;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;L7MOB3;W09;
3;9;500563985;Montageplatte Drehscheibenführung;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;L7MOB3;W05;
3;10;500564005;Bodenplatte Drehscheibe SM re.;2;ST;86;SP;1;PD;F;ROH;;88;W-FIN001;L7MOB3;W09;
3;1;500546974;Klebstoff Sikaflex-268 schwarz Hobb.50l;14,300;KG;86;SP;1;PD;F;ROH;1;48;W-VIE001M;L7MOB3;W09;
3;2;500546975;Klebstoff SikaBooster-20 S Hobb.23l;    0,286;KG;86;SP;1;PD;F;ROH;1;48;W-VIE001M;L7MOB3;W09;
3;4;500539443;Haftvermittler Sika Primer-207;    0,880;KG;86;SP;1;PD;F;ROH;1;88;W-VIE001M;L7MOB3;W09;
3;1;500538717;Klebstoff SikaForce-7818 L7 Harz+Härter;1,250;KG;86;SP;1;PD;F;ROH;1;88;71219;L7MOB3;W09;
3;4;500050017;Sika Aktivator 100;    0,065;KG;86;SP;1;PD;F;ROH;1;88;71219;L7MOB3;W09;
2;2;540816SM2;Anbau Bodenbelag SM 2;1;ST;86;SP;300;PD;E;HALB;1;15;W-FIN001M;INV;;
3;1;500569286;Fussbodenbelag Altro Transflor Tungsten;8,161;M2;86;SP;1;PD;F;ROH;1;88;73918;L7MOB3;W06;
3;1;500569286;Fussbodenbelag Altro Transflor Tungsten;    0,016;M2;86;SP;1;PD;F;ROH;1;88;73918;L7MOB3;W06;
3;1;500569286;Fussbodenbelag Altro Transflor Tungsten;    0,034;M2;86;SP;1;PD;F;ROH;1;88;73918;L7MOB3;W06;
