Stf;Pos.;MaterialP;Objektkurztext;Menge;ME;R;Werk;LOrt;ZTP;Horiz;DMk;BeschArt;MArt;ArbPlatz;ÄndNr;EKG;SchGut
 4;0561;650117375;Schutzschlauch NW29-PA12;    0,800;M;1;86;88;SP;001;PD;F;ROH;EKAB;74362;W11;
 4;0571;500447001;Anschlussarmatur NKNH-M329-13: PMA;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W11;
 4;1001;500539966_Z;Zuschnitt Kabelb. Untergest. BM7-UF-001;        1;ST;1;86;15;SP;200;PD;E;HALB;EKAB;74362;;
 5;0356;500422659;Radox EN50264-3-1 1800V 1x25mm2;    4,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;75032;W11;
 5;0362;500422657;Radox EN50264-3-1 600V 1x10mm2;   28,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0363;500422656;Radox EN50264-3-1 600V 1x6mm2;   28,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0364;500422655;Radox EN50264-3-1 600V 1x4mm2;   18,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0367;500422637;Radox EN50264-3-1 600V 1x4mm2 gn/ge;   18,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0370;500422654;Radox EN50306-2 300V 1x2,5mm2;   36,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0371;500422653;Radox EN50306-2 300V 1x1,5mm2;  190,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0379;500422630;Radox EN50306-4 3P 300V 4x0,5mm2;   28,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 5;0380;500422528;Radox EN 50306-4 3P 300V 2x0,5mm2;   56,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 4;0001;500523500;Anbausockelgehäuse Han HPR, BG 3A M20;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0010;500549475;Buchseneinsatz Han Q2,BG3A crimp;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0020;500375728;Kontaktbuchse 10,0mm2 Han C, Ag;        4;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W10;X
 4;0060;500446816;Anschlussarmatur NKNH-M202-10: PMA;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0011;500340296;Loctite 243 Schraubensicherung;    0,004;KG;1;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W09;
 4;0001;500523500;Anbausockelgehäuse Han HPR, BG 3A M20;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0010;500040072;Buchseneinsatz Han 8D, BG 3A;        4;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W10;X
 4;0030;650089473;Kontaktbuchse 0,5mm2 Han D, Au;       16;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W12;X
 4;0031;500036050;Kontaktbuchse 1,0mm2 Han D, Au;        4;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W10;X
 4;0060;500446816;Anschlussarmatur NKNH-M202-10: PMA;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0011;500340296;Loctite 243 Schraubensicherung;    0,004;KG;1;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W09;
 4;0001;500482007;Sockelgehäuse Han HPR,BG 6B M32,seitlich;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0002;500137710;Gelenkrahmen BG 6B,A-B;        2;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W10;X
 4;0010;811013065;Buchseneinsatz Han C-Modul 5mm Kabeld.;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0011;500311773;Buchseneinsatz Han DDD-Modul;        2;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W04;X
 4;0020;811013068;Kontaktbuchse 6,0mm2 Han C, Ag;        4;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W12;X
 4;0021;500019895;Kontaktbuchse 1,5mm2 Han D, Ag;        4;ST;;86;88;SP;001;ND;F;ROH;EKAB;73799;W04;X
 4;0030;650089473;Kontaktbuchse 0,5mm2 Han D, Au;       16;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W12;X
 4;0050;500570742;Schirmbügel BG 6B;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;73488;W11;
 4;0051;500004174;Schirmschelle 5mm Kabeldurchmesser;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0060;500447001;Anschlussarmatur NKNH-M329-13: PMA;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0061;500192218;Flachdichtung M32 Di32 Da39 1dick PTFE;        2;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W09;X
 4;0011;500340296;Loctite 243 Schraubensicherung;    0,002;KG;1;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W09;
 4;0001;500359188;Tüllengehäuse Han HPR,BG 6B M25,seitlich;        1;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0002;500101172;Gelenkrahmen BG 6B, a-b;        1;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0060;500188244;Verschlussschr.M25x1,5 87225/6k Ms.vern.;        1;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W09;X
 4;0061;500190715;Flachdichtung M25 Di25 Da31 1,0dick PTFE;        1;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W09;X
 4;0001;500409075;1-Leiter-Federleiste X-COM 15pol.grau;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001M;W11;
 4;0040;81611327S;Zugentlastungsplatte X-COM 4-5pol.grau;        6;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001M;W05;X
 3;0002;500572108;Deckel 1 rechts geschw.;        2;ST;;86;88;SP;001;PD;F;HALB;E3L4FL7;74362;W05;
 3;0003;500572109;Deckel 1 links geschw.;        2;ST;;86;88;SP;001;PD;F;HALB;E3L4FL7;74362;W05;
 3;0050;500560426;Motorstecker Halter 1;        2;ST;;86;88;SP;001;PD;F;ROH;E3L4FL7;74362;W05;
 3;0051;500560427;Motorstecker Halter 2;        2;ST;;86;88;SP;001;PD;F;ROH;E3L4FL7;74362;W05;
 3;0052;500560428;Motorstecker Halter 3;        2;ST;;86;88;SP;001;PD;F;ROH;E3L4FL7;74362;W05;
 3;0053;500560429;Motorstecker Halter 4;        2;ST;;86;88;SP;001;PD;F;ROH;E3L4FL7;74362;W05;
 3;0054;500570603;Schellenkörper 426.9 PA;       28;ST;;86;88;SP;001;PD;F;ROH;E3L4FL7;74362;W11;
 3;0055;500343167;Sechskantschr.M6x14 ISO4017-A4-80;       32;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0056;500342698;Zylinderschr.M6x35 ISO4762-A4-80;       36;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0057;500342705;Zylinderschr.M6x50 ISO4762-A4-80;        4;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0058;500367078;Zylinderschr.M8x20 ISO4762-A4-80;        8;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0059;500336098;Zylinderschr.M4x12 DIN7984-A4-70;       32;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0060;500101559;Schelle D1-16x20 DIN3016-1-W5;        6;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0061;500560291;Isolator FH50N 10 M35 F;        2;ST;;86;88;SP;001;PD;F;ROH;E3L4FL7;74362;W11;
 3;0062;500176053;Schellenkörper 535 PA;        2;ST;;86;88;SP;001;PD;F;ROH;E3L4FL7;74362;W09;X
 3;0063;500181388;Verschlussschr.M20x1,5 7220/DR Ms vern.;        2;ST;;86;88;SP;001;PD;F;ROH;E3L4FL7;74362;W09;X
 3;0064;500571607;Deckel 2 rechts;        2;ST;;86;88;SP;001;PD;F;ROH;E3L4FL7;74362;W05;
 3;0065;500571608;Deckel 2 links;        2;ST;;86;88;SP;001;PD;F;ROH;E3L4FL7;74362;W05;
 3;0153;500342700;Zylinderschr.M6x45 ISO4762-A4-80;       20;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0210;650010411;Sechskantm.M8 ISO4032-A4-80;       14;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0211;650010412;Sechskantm.M10 ISO4032-A4-80;        2;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0300;812020177;Sperrkantscheibe SKS-4-NrFSt;       32;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0302;815001308;Sperrkantscheibe SKS-6-NrFSt;       32;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0303;815001297;Sperrkantscheibe SKS-8-NrFSt;        8;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0304;500039227;Sperrkantscheibe SKS-10 TN096050-NrFSt;        2;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0309;500067194;Sperrkantscheibe SKZ-6-NrFSt;       60;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0316;815001287;Sperrkantscheibe SKM-8 TN096340-NrFSt-A4;       14;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0497;500330182;Kabelverschraubung M25x1,5 /11-20mm;        2;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W12;X
 3;0539;500175549;Gegenm.M20x1,5 220/5 Ms,vern.;       10;ST;;86;88;SP;001;PD;F;ROH;E3L4FL7;74362;W09;X
 3;0541;500175553;Gegenm.M32x1,5 232/5 Ms,vern.;        2;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W04;X
 3;0545;500192217;Flachdichtung M20 Di20 Da25 1dick PTFE;        2;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0546;500190715;Flachdichtung M25 Di25 Da31 1,0dick PTFE;        2;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0001;500036716;Montagepaste Klüber 46MR401;    0,000;KG;1;86;88;SP;001;PD;F;ROH;E3L4FL7;75134;W09;
 3;0011;500340296;Loctite 243 Schraubensicherung;    0,016;KG;1;86;88;SP;001;PD;F;ROH;E3L4FL7;W-VIE001;W09;
 3;0001;815001297;Sperrkantscheibe SKS-8-NrFSt;        4;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001;W09;X
 3;0002;500332640;Sechskantschr.M8x12 ISO4017-A4-80;        4;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;73799;W09;X
 3;0951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,004;KG;1;86;88;SP;001;PD;F;ROH;E3L4FL7;74611;W02;
 3;0001;815001297;Sperrkantscheibe SKS-8-NrFSt;        4;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001;W09;X
 3;0002;650010411;Sechskantm.M8 ISO4032-A4-80;        4;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001;W09;X
 3;0003;815001312;Sperrkantscheibe SKK-8 TN096740-NrFSt;        4;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001;W09;X
 3;0005;500327166;Sechskantschr.M8x20 ISO4017-A4-80;        4;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74611;W09;X
 3;0951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,004;KG;1;86;88;SP;001;PD;F;ROH;E3L4FL7;74611;W02;
 2;0005;532609BM7_Z;Kabelverlegung Röhre BM7 Fzg. 3-16;        1;ST;1;86;15;SP;300;PD;E;HALB;INV;75721;;
 3;0002;500539963_Z1;Kabelbaum Motorleitungen SW BM7-SW-001;        1;ST;1;86;15;SP;200;PD;E;HALB;E3L4FL7;74362;;
 4;0050;500560018;Verschraubungsplatte Motorkabel;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W05;
 4;0051;500560017;Dichtung Motorkabel;        2;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W02;
 4;0417;500232345;Rohrkabelschuh 25-10 mehrdr.YAV25M10;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W02;
 4;0420;500242879;Rohrkabelschuh 35-8 mehrdr.YAV35M8;       12;ST;;86;88;SP;001;PD;F;ROH;EKAB;74362;W12;X
 4;0496;500330181;Kabelverschraubung M20x1,5/L6,5 bg220ms;       16;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W12;X
 4;0545;500192217;Flachdichtung M20 Di20 Da25 1dick PTFE;       16;ST;;86;88;SP;001;ND;F;ROH;EKAB;74362;W09;X
 4;0001;500036716;Montagepaste Klüber 46MR401;    0,000;KG;1;86;88;SP;001;PD;F;ROH;EKAB;75134;W09;
 4;0011;500340296;Loctite 243 Schraubensicherung;    0,016;KG;1;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W09;
 4;1001;500539963_Z;Zuschnitt Motorleitungen SW BM7-SW-001;        1;ST;1;86;15;SP;200;PD;E;HALB;EKAB;74362;;
 5;0355;500422670;Radox EN50264-3-1 1800V 1x35mm2;   96,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W12;
 5;0356;500422659;Radox EN50264-3-1 1800V 1x25mm2;   32,000;M;1;86;88;SP;001;PD;F;ROH;EZ01;W-VIE001M;W11;
 4;0001;500549479;Sockelgehäuse HPR16 Slim,4xM20;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0010;500449312;Buchseneinsatz Han HC 250;       16;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0020;500549477;Kontaktbuchse 25mm2-Han TC250 Cu Ag;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0021;100254568;Kontaktbuchse 35mm2-Han TC250 Cu Ag;       12;ST;;86;88;SP;001;PD;F;ROH;EKAB;73488;W11;
 4;0040;500549550;Kontaktträger BG16 Slim 4xHC250;        4;ST;;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W11;
 4;0060;500330181;Kabelverschraubung M20x1,5/L6,5 bg220ms;       20;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W12;X
 4;0061;500192217;Flachdichtung M20 Di20 Da25 1dick PTFE;       16;ST;;86;88;SP;001;ND;F;ROH;EKAB;W-VIE001;W09;X
 4;0011;500340296;Loctite 243 Schraubensicherung;    0,004;KG;1;86;88;SP;001;PD;F;ROH;EKAB;W-VIE001;W09;
 3;0050;500251455;Kantenschutz GEE144F-A-C natur;    0,780;M;1;86;88;SP;001;PD;F;ROH;E3L4FL7;74362;W11;
 3;0051;82110230S;Abschirmgeflecht 16-38mm dia  0.15Thk;    4,700;M;1;86;88;SP;001;PD;F;ROH;E3L4FL7;74362;W11;
 3;0052;500576363;Kabelhalter 1;        2;ST;;86;88;SP;001;PD;F;ROH;E3L4FL7;74362;W05;
 3;0112;700024686;Zylinderschr.M6x16 ISO4762-A2-70;        4;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0153;500329819;Sechskantschr.M8x25 ISO4017-A4-80;       12;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0302;815001308;Sperrkantscheibe SKS-6-NrFSt;        4;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0316;815001287;Sperrkantscheibe SKM-8 TN096340-NrFSt-A4;       12;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0496;500330181;Kabelverschraubung M20x1,5/L6,5 bg220ms;       16;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W12;X
 3;0545;500192217;Flachdichtung M20 Di20 Da25 1dick PTFE;       16;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0678;500445475;Befestigungsbinder EdgeClip T50ROSEC4B;        2;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W12;X
 3;0684;500466115;Befestigungsbinder EdgeClip T50ROSEC5B;        3;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W12;X
 3;0688;500547874;Kabelbinder m. Spreizanker T50ROSSFT6.5;      101;ST;;86;88;SP;001;PD;F;ROH;E3L4FL7;74362;W09;X
 3;0690;500345903;Edelstahlkabelbinder YLS-4.6-150A;        4;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0693;500543616;Befestigungsbinder 2-teilig;       88;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W09;X
 3;0696;500167543;Kabelhalterbefestigung MCMS12-P-C;        4;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W12;X
 3;0697;500445994;Kabelbinder m. Lamellenfuß T30RFT5;       20;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W12;X
 3;0731;500094798;Nutenstein M6 44320/6OS A4;        4;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74362;W05;X
 3;0746;500571157;Befestigungssockel MB3 151-28359;       12;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;74765;W02;X
 3;0001;500036716;Montagepaste Klüber 46MR401;    0,000;KG;1;86;88;SP;001;PD;F;ROH;E3L4FL7;75134;W09;
 3;0951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,010;KG;1;86;88;SP;001;PD;F;ROH;E3L4FL7;74362;W02;
 3;0011;500340296;Loctite 243 Schraubensicherung;    0,016;KG;1;86;88;SP;001;PD;F;ROH;E3L4FL7;W-VIE001;W09;
 3;0001;500098888;Plexus MA 420-2K-MMA;    0,000;KG;1;86;88;SP;001;PD;F;ROH;E3L4FL7;70887;W09;
 3;0001;700019602;Sechskantm.M8 ISO4032-A2-70;        1;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001;W09;X
 3;0002;815001297;Sperrkantscheibe SKS-8-NrFSt;        2;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001;W09;X
 3;0003;700014268;Sechskantschraube M 8X25 ISO 4017-A2-70;        1;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001;W09;X
 3;0951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,001;KG;1;86;88;SP;001;PD;F;ROH;E3L4FL7;72340;W02;
 3;0001;815001297;Sperrkantscheibe SKS-8-NrFSt;        4;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001;W09;X
 3;0002;700014242;Sechskantschr.M8x16 ISO4017-A2-70;        4;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001;W09;X
 3;0951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,004;KG;1;86;88;SP;001;PD;F;ROH;E3L4FL7;72340;W02;
 3;0001;815001308;Sperrkantscheibe SKS-6-NrFSt;        4;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001M;W09;X
 3;0002;700014162;Sechskantschr.M6x16 ISO4017-A2-70;        4;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001M;W09;X
 3;0951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,004;KG;1;86;88;SP;001;PD;F;ROH;E3L4FL7;72340;W02;
 3;0001;500552942;E-Cupal Unterlegscheibe M6;        2;ST;;86;88;SP;001;PD;F;ROH;E3L4FL7;W-VIE001M;W09;X
 3;0002;815001308;Sperrkantscheibe SKS-6-NrFSt;        2;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001M;W09;X
 3;0003;700019595;Sechskantm.M6 ISO4032-A2-70;        2;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001M;W09;X
 3;0952;67000067S;Kontaktfett Contactal HPG;    0,002;KG;1;86;88;SP;001;PD;F;ROH;E3L4FL7;72340;W15;
 3;0001;500552942;E-Cupal Unterlegscheibe M6;        1;ST;;86;88;SP;001;PD;F;ROH;E3L4FL7;W-VIE001;W09;X
 3;0002;815001308;Sperrkantscheibe SKS-6-NrFSt;        1;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001;W09;X
 3;0003;700019595;Sechskantm.M6 ISO4032-A2-70;        1;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001;W09;X
 3;0952;67000067S;Kontaktfett Contactal HPG;    0,001;KG;1;86;88;SP;001;PD;F;ROH;E3L4FL7;72340;W15;
 3;0001;815001313;Sperrkantscheibe SKK-6 TN096730 NrFSt;        2;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001;W09;X
 3;0002;815001308;Sperrkantscheibe SKS-6-NrFSt;        2;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001;W09;X
 3;0003;700019595;Sechskantm.M6 ISO4032-A2-70;        2;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001;W09;X
 3;0951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,002;KG;1;86;88;SP;001;PD;F;ROH;E3L4FL7;72340;W02;
 3;0001;700019595;Sechskantm.M6 ISO4032-A2-70;        1;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001M;W09;X
 3;0002;815001308;Sperrkantscheibe SKS-6-NrFSt;        2;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001M;W09;X
 3;0003;700014178;Sechskantschr.M6x20 ISO4017-A2-70;        1;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;W-VIE001M;W09;X
 3;0951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,001;KG;1;86;88;SP;001;PD;F;ROH;E3L4FL7;W-VIE001M;W02;
 3;0001;815001511;Sperrkantscheibe SKS-5-NrFSt;        2;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;73800;W09;X
 3;0002;700019590;Sechskantm.M5 ISO4032-A2-70;        2;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;73800;W09;X
 3;0951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,002;KG;1;86;88;SP;001;PD;F;ROH;E3L4FL7;74611;W02;
 3;0001;815001308;Sperrkantscheibe SKS-6-NrFSt;        2;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;73800;W09;X
 3;0002;700014148;Sechskantschr.M6x12 ISO4017-A2-70;        2;ST;;86;88;SP;001;ND;F;ROH;E3L4FL7;73800;W09;X
 3;0951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,002;KG;1;86;88;SP;001;PD;F;ROH;E3L4FL7;74611;W02;
 2;0006;532620BM7;Anbau Geraetetraeger BM7;        1;ST;1;86;15;SP;300;PD;E;HALB;INV;75721;;
 3;0001;500539701;Geraetetraeger BM7 22.10;        1;ST;1;86;15;SP;200;PD;E;HALB;E3L4FL7;W-VIE001M;B30;
 4;0001;500552748;Tafelblech_gross_Ausschnitt_kpl;        1;ST;;86;88;SP;001;PD;F;ROH;ET1FL1;W-VIE001M;W05;
 4;0050;500554119;Modultrennstellenblech;        1;ST;;86;88;SP;001;PD;F;ROH;ET1FL1;72449;W02;
 4;0051;500552794;Winkelblech GT;        1;ST;;86;88;SP;001;PD;F;ROH;ET1FL1;72449;W09;
 4;0001;700037394;Tragschiene 35x7,5x1 210-112 gelocht,2m;    1,100;M;1;86;88;SP;001;PD;F;ROH;ET1FL1;B-KAR001;W11;
 4;0053;500571289;Automaten Haltewinkel lang;        5;ST;;86;88;SP;001;PD;F;ROH;ET1FL1;73657;W05;
 4;0001;700037394;Tragschiene 35x7,5x1 210-112 gelocht,2m;    2,400;M;1;86;88;SP;001;PD;F;ROH;ET1FL1;W-VIE001;W11;
 4;0055;500082418;Anschraubscharnier 1056-U9-PH-INOX;        4;ST;;86;88;SP;001;PD;F;ROH;ET1FL1;72523;W02;
 4;0001;500410153;Sammelschiene PS 1/60/16 2CDL210001R1660;        1;ST;;86;88;SP;001;PD;F;ROH;ET1FL1;W-VIE001;W11;
 4;0001;500410153;Sammelschiene PS 1/60/16 2CDL210001R1660;        1;ST;;86;88;SP;001;PD;F;ROH;ET1FL1;B-KAR001;W11;
 4;0058;500448638;Verdrahtungsbuegel Rd 6x640 EN10060;        1;ST;;86;88;SP;001;PD;F;ROH;ET1FL1;73800;W05;
 4;0112;700024686;Zylinderschr.M6x16 ISO4762-A2-70;       13;ST;;86;88;SP;001;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
 4;0118;700024015;Zylinderschr.M8x20 ISO4762-A2-70;        5;ST;;86;88;SP;001;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
 4;0121;812019533;Zylinderschr.M5x12 DIN7984-A2-70;        8;ST;;86;88;SP;001;ND;F;ROH;ET1FL1;73800;W09;X
 4;0146;700030583;Zylinderschraube M5x16 DIN7984-A2-70;       13;ST;;86;88;SP;001;ND;F;ROH;ET1FL1;72523;W09;X
 4;0153;500188778;Zylinderschr.M5x25 DIN7984-A2-70;        5;ST;;86;88;SP;001;ND;F;ROH;ET1FL1;72449;W09;X
 4;0154;500276812;Senkschr.M6x20 ISO10642-A2-70;       13;ST;;86;88;SP;001;ND;F;ROH;ET1FL1;73800;W09;X
 4;0202;700019590;Sechskantm.M5 ISO4032-A2-70;       18;ST;;86;88;SP;001;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
 4;0203;700019595;Sechskantm.M6 ISO4032-A2-70;        8;ST;;86;88;SP;001;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
 4;0204;700019602;Sechskantm.M8 ISO4032-A2-70;        5;ST;;86;88;SP;001;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
 4;0239;500244780;Clipsmutter M5 AF1-EA5 St verz.chrom.;        8;ST;;86;88;SP;001;ND;F;ROH;ET1FL1;73800;W04;X
 4;0240;500244784;Clipsmutter M6 AF1-EA6 St verz.chrom.;       18;ST;;86;88;SP;001;ND;F;ROH;ET1FL1;73800;W15;X
 4;0291;700034869;Sechskantm.M6 ISO4035-A2-035;        4;ST;;86;88;SP;001;ND;F;ROH;ET1FL1;73800;W09;X
 4;0301;815001511;Sperrkantscheibe SKS-5-NrFSt;        6;ST;;86;88;SP;001;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
 4;0302;815001308;Sperrkantscheibe SKS-6-NrFSt;       17;ST;;86;88;SP;001;ND;F;ROH;ET1FL1;73800;W09;X
 4;0314;815001289;Sperrkantscheibe SKM-5-NrFSt (A4);       28;ST;;86;88;SP;001;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
 4;0315;815001288;Sperrkantscheibe SKM-6-NrFst (A4);        8;ST;;86;88;SP;001;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
 4;0316;815001287;Sperrkantscheibe SKM-8 TN096340-NrFSt-A4;       10;ST;;86;88;SP;001;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
